Name,Rating,NumberofReviews,GroupCategory,Address,Lat/Long,PriceTransfrom,lat,long
bento-go-columbus,4,61,Asian,"{'address1': '2226 Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['2226 Henderson Rd', 'Columbus, OH 43220']}","{'latitude': 40.0584886, 'longitude': -83.0782959}",1,40.0584886,-83.0782959
tiger-lily-columbus,4,61,Asian,"{'address1': '19 E Gay St', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['19 E Gay St', 'Columbus, OH 43215']}","{'latitude': 39.96356, 'longitude': -83.00021}",2,39.96356,-83.00021
bao-bros-columbus,5,2,Asian,"{'address1': '246 S 4th St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['246 S 4th St', 'Columbus, OH 43215']}","{'latitude': 39.9575807761317, 'longitude': -82.9950707374349}",0,39.95758078,-82.99507074
h-y-asian-cuisine-columbus,4,27,Asian,"{'address1': '3011 Olentangy River Rd', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43202', 'country': 'US', 'state': 'OH', 'display_address': ['3011 Olentangy River Rd', 'Columbus, OH 43202']}","{'latitude': 40.0220353738857, 'longitude': -83.0256759149484}",2,40.02203537,-83.02567591
ye-asian-bistro-columbus,4,42,Asian,"{'address1': '139 Graceland Blvd', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['139 Graceland Blvd', 'Columbus, OH 43214']}","{'latitude': 40.0651412042474, 'longitude': -83.0230227900017}",2,40.0651412,-83.02302279
bibibop-asian-grill-columbus-7,4,38,Asian,"{'address1': '241 Easton Town Ctr', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43219', 'country': 'US', 'state': 'OH', 'display_address': ['241 Easton Town Ctr', 'Columbus, OH 43219']}","{'latitude': 40.050827, 'longitude': -82.915364}",1,40.050827,-82.915364
bibibop-asian-grill-columbus-9,4,33,Asian,"{'address1': '6977 E Broad St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['6977 E Broad St', 'Columbus, OH 43213']}","{'latitude': 39.98208, 'longitude': -82.81658}",1,39.98208,-82.81658
chi-thai-columbus,3.5,116,Asian,"{'address1': '5577 N Hamilton Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['5577 N Hamilton Rd', 'Columbus, OH 43230']}","{'latitude': 40.07002, 'longitude': -82.86408}",2,40.07002,-82.86408
ichiban-columbus,3.5,29,Asian,"{'address1': '1560 Georgesville Square Dr', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['1560 Georgesville Square Dr', 'Columbus, OH 43228']}","{'latitude': 39.9206428527832, 'longitude': -83.1229705810547}",2,39.92064285,-83.12297058
lieus-asian-cuisine-columbus-3,4,41,Asian,"{'address1': '5320 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['5320 N High St', 'Columbus, OH 43214']}","{'latitude': 40.07089, 'longitude': -83.01866}",1,40.07089,-83.01866
kissho-asian-bistro-and-sushi-bar-columbus-2,4,45,Asian,"{'address1': '6823 E Broad St', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['6823 E Broad St', 'Columbus, OH 43213']}","{'latitude': 39.9813776149132, 'longitude': -82.8216253308578}",2,39.98137761,-82.82162533
bibibop-asian-grill-columbus-11,4,14,Asian,"{'address1': '1778 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43201', 'country': 'US', 'state': 'OH', 'display_address': ['1778 N High St', 'Columbus, OH 43201']}","{'latitude': 39.9985549, 'longitude': -83.0074759}",1,39.9985549,-83.0074759
bibibop-asian-grill-columbus-10,4,29,Asian,"{'address1': '6469 Sawmill Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['6469 Sawmill Rd', 'Columbus, OH 43235']}","{'latitude': 40.0987808731104, 'longitude': -83.091429707655}",1,40.09878087,-83.09142971
p-f-changs-columbus-2,3,113,Asian,"{'address1': '4040 Townsfair Way', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43219', 'country': 'US', 'state': 'OH', 'display_address': ['4040 Townsfair Way', 'Columbus, OH 43219']}","{'latitude': 40.0491560276995, 'longitude': -82.9134938120842}",2,40.04915603,-82.91349381
bibibop-asian-grill-columbus,4,166,Asian,"{'address1': '1270 W 5th Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43212', 'country': 'US', 'state': 'OH', 'display_address': ['1270 W 5th Ave', 'Columbus, OH 43212']}","{'latitude': 39.9888519534978, 'longitude': -83.0398556908575}",1,39.98885195,-83.03985569
bibibop-asian-grill-columbus-6,3.5,83,Asian,"{'address1': '1281 Polaris Pkwy', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['1281 Polaris Pkwy', 'Columbus, OH 43240']}","{'latitude': 40.1411859419024, 'longitude': -82.9868963372889}",1,40.14118594,-82.98689634
menya-ramen-dublin-5,4.5,149,Asian,"{'address1': '331 W Bridge St', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['331 W Bridge St', 'Dublin, OH 43017']}","{'latitude': 40.0989222472042, 'longitude': -83.1231134107553}",2,40.09892225,-83.12311341
mixing-bowl-asian-grill-columbus,4.5,6,Asian,"{'address1': '160 S High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['160 S High St', 'Columbus, OH 43215']}","{'latitude': 39.9588776887528, 'longitude': -82.9997178982313}",1,39.95887769,-82.9997179
eastern-palace-columbus,4,26,Asian,"{'address1': '6078 E Livingston Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['6078 E Livingston Ave', 'Columbus, OH 43232']}","{'latitude': 39.94257, 'longitude': -82.8318199}",2,39.94257,-82.8318199
royal-ginger-columbus,3.5,157,Asian,"{'address1': '8591 Sancus Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['8591 Sancus Blvd', 'Columbus, OH 43240']}","{'latitude': 40.13833, 'longitude': -82.99261}",2,40.13833,-82.99261
lemon-grass-fusion-bistro-columbus,3.5,331,Asian,"{'address1': '641 N High St', 'address2': 'Ste 103', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['641 N High St', 'Ste 103', 'Columbus, OH 43215']}","{'latitude': 39.975306, 'longitude': -83.003307}",2,39.975306,-83.003307
bds-mongolian-grill-columbus,3,91,Asian,"{'address1': '295 Marconi Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['295 Marconi Blvd', 'Columbus, OH 43215']}","{'latitude': 39.96803, 'longitude': -83.00551}",2,39.96803,-83.00551
bibibop-asian-grill-columbus-2,4,83,Asian,"{'address1': '1836 W Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['1836 W Henderson Rd', 'Columbus, OH 43220']}","{'latitude': 40.0550611987399, 'longitude': -83.0691164674122}",1,40.0550612,-83.06911647
thai-mango-asian-bistro-columbus,3.5,66,Asian,"{'address1': '2548 Bethel Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['2548 Bethel Rd', 'Columbus, OH 43235']}","{'latitude': 40.0665650365743, 'longitude': -83.0873948335648}",1,40.06656504,-83.08739483
hc-way-columbus,3.5,52,Asian,"{'address1': '171 E Campus View Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['171 E Campus View Blvd', 'Columbus, OH 43235']}","{'latitude': 40.1179736915808, 'longitude': -83.0110889398811}",1,40.11797369,-83.01108894
siam-hibachi-grove-city,4.5,35,Asian,"{'address1': '2257 Stringtown Rd', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['2257 Stringtown Rd', 'Grove City, OH 43123']}","{'latitude': 39.878, 'longitude': -83.06318}",1,39.878,-83.06318
china-dynasty-columbus-2,3.5,81,Asian,"{'address1': '1689 W Lane Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43221', 'country': 'US', 'state': 'OH', 'display_address': ['1689 W Lane Ave', 'Columbus, OH 43221']}","{'latitude': 40.00638428864, 'longitude': -83.0557665505121}",2,40.00638429,-83.05576655
hc-way-columbus-4,3.5,25,Asian,"{'address1': '769 Bethel Rd', 'address2': 'B', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['769 Bethel Rd', 'B', 'Columbus, OH 43214']}","{'latitude': 40.0622153049132, 'longitude': -83.0412235172313}",1,40.0622153,-83.04122352
royal-ginger-asian-fusion-bistro-columbus,3,124,Asian,"{'address1': '1625 W Lane Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43221', 'country': 'US', 'state': 'OH', 'display_address': ['1625 W Lane Ave', 'Columbus, OH 43221']}","{'latitude': 40.0070209, 'longitude': -83.053755}",2,40.0070209,-83.053755
zen-noodle-at-hollywood-casino-columbus,3,5,Asian,"{'address1': '200 Georgesville Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['200 Georgesville Rd', 'Columbus, OH 43228']}","{'latitude': 39.9174796116659, 'longitude': -83.1416039541364}",2,39.91747961,-83.14160395
mark-pis-columbus,5,1,Asian,"{'address1': '2740 Eastland 2', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['2740 Eastland 2', 'Columbus, OH 43232']}","{'latitude': 39.9186211, 'longitude': -82.8874435}",0,39.9186211,-82.8874435
asian-taste-new-albany,4,59,Asian,"{'address1': '5505 New Albany Rd W', 'address2': '', 'address3': '', 'city': 'New Albany', 'zip_code': '43054', 'country': 'US', 'state': 'OH', 'display_address': ['5505 New Albany Rd W', 'New Albany, OH 43054']}","{'latitude': 40.0945476693674, 'longitude': -82.8260169523999}",2,40.09454767,-82.82601695
hc-way-columbus-3,4,15,Asian,"{'address1': '2107 Polaris Pkwy', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['2107 Polaris Pkwy', 'Columbus, OH 43240']}","{'latitude': 40.1442795, 'longitude': -82.9606628}",1,40.1442795,-82.9606628
michaels-hibachi-grove-city,4,26,Asian,"{'address1': '3985 Broadway', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['3985 Broadway', 'Grove City, OH 43123']}","{'latitude': 39.88293, 'longitude': -83.09323}",1,39.88293,-83.09323
sesame-sea-asian-bistro-dublin,4.5,138,Asian,"{'address1': '7106 Muirfield Dr', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['7106 Muirfield Dr', 'Dublin, OH 43017']}","{'latitude': 40.11261, 'longitude': -83.15308}",2,40.11261,-83.15308
saigon-asian-bistro-lewis-center,4,109,Asian,"{'address1': '50 Neverland Dr', 'address2': '', 'address3': '', 'city': 'Lewis Center', 'zip_code': '43035', 'country': 'US', 'state': 'OH', 'display_address': ['50 Neverland Dr', 'Lewis Center, OH 43035']}","{'latitude': 40.1589161876444, 'longitude': -83.0203093816147}",2,40.15891619,-83.02030938
bibibop-asian-grill-columbus-12,4.5,4,Asian,"{'address1': '5037 N High St', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['5037 N High St', 'Columbus, OH 43214']}","{'latitude': 40.06456, 'longitude': -83.02023}",2,40.06456,-83.02023
great-asian-restaurant-westerville-2,4,64,Asian,"{'address1': '1176 County Line Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['1176 County Line Rd', 'Westerville, OH 43081']}","{'latitude': 40.132289068852, 'longitude': -82.8875417634845}",2,40.13228907,-82.88754176
j-liu-restaurant-and-bar-worthington,3,105,Asian,"{'address1': '6880 N High St', 'address2': '', 'address3': None, 'city': 'Worthington', 'zip_code': '43085', 'country': 'US', 'state': 'OH', 'display_address': ['6880 N High St', 'Worthington, OH 43085']}","{'latitude': 40.10451, 'longitude': -83.01708}",2,40.10451,-83.01708
ty-ginger-asian-bistro-dublin,4,110,Asian,"{'address1': '5689 Woerner Temple Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43016', 'country': 'US', 'state': 'OH', 'display_address': ['5689 Woerner Temple Rd', 'Dublin, OH 43016']}","{'latitude': 40.0841224040013, 'longitude': -83.1427492477394}",2,40.0841224,-83.14274925
midway-on-high-columbus,2,13,Asian,"{'address1': '1728 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43201', 'country': 'US', 'state': 'OH', 'display_address': ['1728 N High St', 'Columbus, OH 43201']}","{'latitude': 39.997665, 'longitude': -83.007126}",1,39.997665,-83.007126
bibibop-asian-grill-reynoldsburg,4,11,Asian,"{'address1': '2087 Baltimore Reynoldsburg Rd', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['2087 Baltimore Reynoldsburg Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.940965, 'longitude': -82.792878}",2,39.940965,-82.792878
p-f-changs-dublin,3,77,Asian,"{'address1': '6135 Parkcenter Cir', 'address2': '', 'address3': 'Dublin-Tuttle Crossing', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6135 Parkcenter Cir', 'Dublin-Tuttle Crossing', 'Dublin, OH 43017']}","{'latitude': 40.0772299627885, 'longitude': -83.132831454277}",2,40.07722996,-83.13283145
mark-pis-express-columbus,1,1,Asian,"{'address1': '1739 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43210', 'country': 'US', 'state': 'OH', 'display_address': ['1739 N High St', 'Columbus, OH 43210']}","{'latitude': 39.99786, 'longitude': -83.0078354}",0,39.99786,-83.0078354
blue-ginger-asian-fusion-bistro-dublin,3.5,129,Asian,"{'address1': '6234 Sawmill Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6234 Sawmill Rd', 'Dublin, OH 43017']}","{'latitude': 40.09234, 'longitude': -83.09101}",2,40.09234,-83.09101
buckeye-asian-express-columbus,3,16,Asian,"{'address1': '4402 Indianola Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['4402 Indianola Ave', 'Columbus, OH 43214']}","{'latitude': 40.05462, 'longitude': -83.00001}",1,40.05462,-83.00001
q2-china-bistro-westerville,4,56,Asian,"{'address1': '472 Polaris Pkwy', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43082', 'country': 'US', 'state': 'OH', 'display_address': ['472 Polaris Pkwy', 'Westerville, OH 43082']}","{'latitude': 40.14621, 'longitude': -82.94542}",2,40.14621,-82.94542
madina-restaurant-columbus-2,2.5,2,Asian,"{'address1': '3116 S Hamilton Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['3116 S Hamilton Rd', 'Columbus, OH 43232']}","{'latitude': 39.9126014709473, 'longitude': -82.8797988891602}",1,39.91260147,-82.87979889
windchimes-chinese-restaurant-dublin,3.5,79,Asian,"{'address1': '5742 Frantz Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43016', 'country': 'US', 'state': 'OH', 'display_address': ['5742 Frantz Rd', 'Dublin, OH 43016']}","{'latitude': 40.0701332, 'longitude': -83.1191256}",2,40.0701332,-83.1191256
kogens-powell,3,78,Asian,"{'address1': '9711 Sawmill Pkwy', 'address2': 'Ste H', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['9711 Sawmill Pkwy', 'Ste H', 'Powell, OH 43065']}","{'latitude': 40.1569, 'longitude': -83.09061}",2,40.1569,-83.09061
asian-garden-buffet-lewis-center,2.5,36,Asian,"{'address1': '8633 Columbus Pike', 'address2': '', 'address3': '', 'city': 'Lewis Center', 'zip_code': '43035', 'country': 'US', 'state': 'OH', 'display_address': ['8633 Columbus Pike', 'Lewis Center, OH 43035']}","{'latitude': 40.1648709923029, 'longitude': -83.0197910964489}",1,40.16487099,-83.0197911
shanghai-lily-dublin,3,17,Asian,"{'address1': '6161 Glick Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6161 Glick Rd', 'Dublin, OH 43017']}","{'latitude': 40.1533014455457, 'longitude': -83.1310343742371}",2,40.15330145,-83.13103437
b-and-k-smoke-house-columbus,4.5,143,African,"{'address1': '1114 E Main St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43205', 'country': 'US', 'state': 'OH', 'display_address': ['1114 E Main St', 'Columbus, OH 43205']}","{'latitude': 39.9578515, 'longitude': -82.9695756}",2,39.9578515,-82.9695756
ray-rays-hog-pit-columbus-2,4.5,311,African,"{'address1': '2619 N High St', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43202', 'country': 'US', 'state': 'OH', 'display_address': ['2619 N High St', 'Columbus, OH 43202']}","{'latitude': 40.0156875852615, 'longitude': -83.0117940480072}",1,40.01568759,-83.01179405
od-on-bbq-columbus-2,4.5,37,African,"{'address1': 'Smith Farm Market', 'address2': '', 'address3': '3341 Winchester Pike', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['Smith Farm Market', '3341 Winchester Pike', 'Columbus, OH 43232']}","{'latitude': 39.908038, 'longitude': -82.900661}",1,39.908038,-82.900661
smoked-on-high-bbq-columbus,4.5,26,American,"{'address1': '755 S High St', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43206', 'country': 'US', 'state': 'OH', 'display_address': ['755 S High St', 'Columbus, OH 43206']}","{'latitude': 39.946644, 'longitude': -82.998144}",2,39.946644,-82.998144
red-door-bbq-columbus,4.5,12,American,"{'address1': '177 S Cypress Ave', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43223', 'country': 'US', 'state': 'OH', 'display_address': ['177 S Cypress Ave', 'Columbus, OH 43223']}","{'latitude': 39.95518, 'longitude': -83.02868}",1,39.95518,-83.02868
the-pit-bbq-grille-columbus,4,27,African,"{'address1': '3545 Cleveland Ave', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43224', 'country': 'US', 'state': 'OH', 'display_address': ['3545 Cleveland Ave', 'Columbus, OH 43224']}","{'latitude': 40.03995, 'longitude': -82.96281}",2,40.03995,-82.96281
city-barbeque-columbus-12,4,59,African,"{'address1': '5979 E Main St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['5979 E Main St', 'Columbus, OH 43232']}","{'latitude': 39.9541931152344, 'longitude': -82.8390884399414}",2,39.95419312,-82.83908844
so-gong-dong-tofu-and-korean-bbq-columbus,4.5,17,Asian,"{'address1': '2950 Hayden Rd', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['2950 Hayden Rd', 'Columbus, OH 43235']}","{'latitude': 40.0664332, 'longitude': -83.0975265}",2,40.0664332,-83.0975265
iron-grill-bbq-and-brew-columbus,3.5,102,American,"{'address1': '5295 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['5295 N High St', 'Columbus, OH 43214']}","{'latitude': 40.070484161377, 'longitude': -83.0195465087891}",2,40.07048416,-83.01954651
barrel-and-boar-gahanna-2,4,95,African,"{'address1': '121 Mill St', 'address2': '', 'address3': 'Creekside Plz', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['121 Mill St', 'Creekside Plz', 'Gahanna, OH 43230']}","{'latitude': 40.02075, 'longitude': -82.87968}",2,40.02075,-82.87968
smoke-out-bbq-columbus-2,4.5,16,African,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['Columbus, OH 43214']}","{'latitude': 40.106173, 'longitude': -82.8634299}",1,40.106173,-82.8634299
the-hickory-house-gahanna,4,122,African,"{'address1': '550 Officenter Pl', 'address2': '', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['550 Officenter Pl', 'Gahanna, OH 43230']}","{'latitude': 40.00391, 'longitude': -82.86099}",2,40.00391,-82.86099
city-barbeque-columbus-4,4,195,African,"{'address1': '2111 W Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['2111 W Henderson Rd', 'Columbus, OH 43220']}","{'latitude': 40.0569343566895, 'longitude': -83.0759811401367}",2,40.05693436,-83.07598114
jps-barbeque-ribs-and-chicken-columbus-2,3,19,African,"{'address1': '2000 Norton Rd', 'address2': '', 'address3': 'Bolton Field', 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['2000 Norton Rd', 'Bolton Field', 'Columbus, OH 43228']}","{'latitude': 39.9084604, 'longitude': -83.1442032}",2,39.9084604,-83.1442032
trophy-bbq-columbus,4,1,African,"{'address1': '3377 E Main St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['3377 E Main St', 'Columbus, OH 43213']}","{'latitude': 39.9560966491699, 'longitude': -82.9079513549805}",0,39.95609665,-82.90795135
city-barbeque-columbus-5,4,73,African,"{'address1': '8491 Sancus Boulevard', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['8491 Sancus Boulevard', 'Columbus, OH 43240']}","{'latitude': 40.13737, 'longitude': -82.99218}",2,40.13737,-82.99218
lawsheas-southern-fish-and-ribs-columbus,3,33,African,"{'address1': '1488 Morse Rd', 'address2': None, 'address3': None, 'city': 'Columbus', 'zip_code': '43229', 'country': 'US', 'state': 'OH', 'display_address': ['1488 Morse Rd', 'Columbus, OH 43229']}","{'latitude': 40.0617162373125, 'longitude': -82.9796567226492}",1,40.06171624,-82.97965672
the-barn-at-rocky-fork-creek-gahanna-2,3.5,197,African,"{'address1': '1370 E Johnstown Rd', 'address2': '', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['1370 E Johnstown Rd', 'Gahanna, OH 43230']}","{'latitude': 40.0532159, 'longitude': -82.8425899}",3,40.0532159,-82.8425899
high-beck-tavern-columbus,3.5,67,American,"{'address1': '564 S High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['564 S High St', 'Columbus, OH 43215']}","{'latitude': 39.95057, 'longitude': -82.99817}",1,39.95057,-82.99817
texas-roadhouse-columbus-5,3.5,59,American,"{'address1': '1770 Hilliard-Rome Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['1770 Hilliard-Rome Rd', 'Columbus, OH 43026']}","{'latitude': 39.987471, 'longitude': -83.15054}",2,39.987471,-83.15054
kennys-barbecue-columbus,4,2,African,"{'address1': '1580 Joyce Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43211', 'country': 'US', 'state': 'OH', 'display_address': ['1580 Joyce Ave', 'Columbus, OH 43211']}","{'latitude': 39.99955, 'longitude': -82.965168}",1,39.99955,-82.965168
the-hickory-house-reynoldsburg,3.5,68,American,"{'address1': '7051 E Main St', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['7051 E Main St', 'Reynoldsburg, OH 43068']}","{'latitude': 39.95442, 'longitude': -82.8094}",2,39.95442,-82.8094
texas-roadhouse-columbus-4,3,30,American,"{'address1': '5940 E Main St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['5940 E Main St', 'Columbus, OH 43213']}","{'latitude': 39.9551992, 'longitude': -82.8406043}",2,39.9551992,-82.8406043
texas-roadhouse-columbus-3,3.5,67,American,"{'address1': '8440 Lyra Dr', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['8440 Lyra Dr', 'Columbus, OH 43240']}","{'latitude': 40.1402397, 'longitude': -82.973259}",2,40.1402397,-82.973259
hoggys-restaurant-and-catering-columbus,3,56,American,"{'address1': '830 Bethel Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['830 Bethel Rd', 'Columbus, OH 43214']}","{'latitude': 40.063548, 'longitude': -83.040982}",1,40.063548,-83.040982
city-barbeque-grove-city,4,60,American,"{'address1': '2261 Stringtown Road', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['2261 Stringtown Road', 'Grove City, OH 43123']}","{'latitude': 39.8779707713687, 'longitude': -83.0633354187012}",2,39.87797077,-83.06333542
big-daddys-bbq-columbus,5,4,American,"{'address1': '1944 Morse Rd', 'address2': None, 'address3': None, 'city': 'Columbus', 'zip_code': '43224', 'country': 'US', 'state': 'OH', 'display_address': ['1944 Morse Rd', 'Columbus, OH 43224']}","{'latitude': 40.0604909832513, 'longitude': -82.9673610784594}",0,40.06049098,-82.96736108
texas-roadhouse-columbus-6,3.5,65,American,"{'address1': '1540 Bethel Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['1540 Bethel Rd', 'Columbus, OH 43220']}","{'latitude': 40.06414, 'longitude': -83.06011}",2,40.06414,-83.06011
land-yacht-bbq-columbus,3.5,23,African,"{'address1': '3833 W Broad St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['3833 W Broad St', 'Columbus, OH 43228']}","{'latitude': 39.9523372234485, 'longitude': -83.1054530635071}",1,39.95233722,-83.10545306
