Name,Rating,Number of Reviews,Category,Address,Lat/Long,Price,lat,long
bento-go-columbus,4,61,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '2226 Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['2226 Henderson Rd', 'Columbus, OH 43220']}","{'latitude': 40.0584886, 'longitude': -83.0782959}",$,40.0584886,-83.0782959
tiger-lily-columbus,4,61,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '19 E Gay St', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['19 E Gay St', 'Columbus, OH 43215']}","{'latitude': 39.96356, 'longitude': -83.00021}",$$,39.96356,-83.00021
bao-bros-columbus,5,2,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '246 S 4th St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['246 S 4th St', 'Columbus, OH 43215']}","{'latitude': 39.9575807761317, 'longitude': -82.9950707374349}",No recorded price,39.95758078,-82.99507074
h-y-asian-cuisine-columbus,4,27,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '3011 Olentangy River Rd', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43202', 'country': 'US', 'state': 'OH', 'display_address': ['3011 Olentangy River Rd', 'Columbus, OH 43202']}","{'latitude': 40.0220353738857, 'longitude': -83.0256759149484}",$$,40.02203537,-83.02567591
ye-asian-bistro-columbus,4,42,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '139 Graceland Blvd', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['139 Graceland Blvd', 'Columbus, OH 43214']}","{'latitude': 40.0651412042474, 'longitude': -83.0230227900017}",$$,40.0651412,-83.02302279
bibibop-asian-grill-columbus-7,4,38,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '241 Easton Town Ctr', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43219', 'country': 'US', 'state': 'OH', 'display_address': ['241 Easton Town Ctr', 'Columbus, OH 43219']}","{'latitude': 40.050827, 'longitude': -82.915364}",$,40.050827,-82.915364
bibibop-asian-grill-columbus-9,4,33,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'korean', 'title': 'Korean'}]","{'address1': '6977 E Broad St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['6977 E Broad St', 'Columbus, OH 43213']}","{'latitude': 39.98208, 'longitude': -82.81658}",$,39.98208,-82.81658
chi-thai-columbus,3.5,116,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '5577 N Hamilton Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['5577 N Hamilton Rd', 'Columbus, OH 43230']}","{'latitude': 40.07002, 'longitude': -82.86408}",$$,40.07002,-82.86408
ichiban-columbus,3.5,29,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '1560 Georgesville Square Dr', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['1560 Georgesville Square Dr', 'Columbus, OH 43228']}","{'latitude': 39.9206428527832, 'longitude': -83.1229705810547}",$$,39.92064285,-83.12297058
lieus-asian-cuisine-columbus-3,4,41,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'address1': '5320 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['5320 N High St', 'Columbus, OH 43214']}","{'latitude': 40.07089, 'longitude': -83.01866}",$,40.07089,-83.01866
kissho-asian-bistro-and-sushi-bar-columbus-2,4,45,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6823 E Broad St', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['6823 E Broad St', 'Columbus, OH 43213']}","{'latitude': 39.9813776149132, 'longitude': -82.8216253308578}",$$,39.98137761,-82.82162533
bibibop-asian-grill-columbus-11,4,14,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '1778 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43201', 'country': 'US', 'state': 'OH', 'display_address': ['1778 N High St', 'Columbus, OH 43201']}","{'latitude': 39.9985549, 'longitude': -83.0074759}",$,39.9985549,-83.0074759
bibibop-asian-grill-columbus-10,4,29,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '6469 Sawmill Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['6469 Sawmill Rd', 'Columbus, OH 43235']}","{'latitude': 40.0987808731104, 'longitude': -83.091429707655}",$,40.09878087,-83.09142971
p-f-changs-columbus-2,3,113,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'address1': '4040 Townsfair Way', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43219', 'country': 'US', 'state': 'OH', 'display_address': ['4040 Townsfair Way', 'Columbus, OH 43219']}","{'latitude': 40.0491560276995, 'longitude': -82.9134938120842}",$$,40.04915603,-82.91349381
bibibop-asian-grill-columbus,4,166,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '1270 W 5th Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43212', 'country': 'US', 'state': 'OH', 'display_address': ['1270 W 5th Ave', 'Columbus, OH 43212']}","{'latitude': 39.9888519534978, 'longitude': -83.0398556908575}",$,39.98885195,-83.03985569
bibibop-asian-grill-columbus-6,3.5,83,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '1281 Polaris Pkwy', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['1281 Polaris Pkwy', 'Columbus, OH 43240']}","{'latitude': 40.1411859419024, 'longitude': -82.9868963372889}",$,40.14118594,-82.98689634
menya-ramen-dublin-5,4.5,149,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '331 W Bridge St', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['331 W Bridge St', 'Dublin, OH 43017']}","{'latitude': 40.0989222472042, 'longitude': -83.1231134107553}",$$,40.09892225,-83.12311341
mixing-bowl-asian-grill-columbus,4.5,6,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '160 S High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['160 S High St', 'Columbus, OH 43215']}","{'latitude': 39.9588776887528, 'longitude': -82.9997178982313}",$,39.95887769,-82.9997179
eastern-palace-columbus,4,26,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '6078 E Livingston Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['6078 E Livingston Ave', 'Columbus, OH 43232']}","{'latitude': 39.94257, 'longitude': -82.8318199}",$$,39.94257,-82.8318199
royal-ginger-columbus,3.5,157,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '8591 Sancus Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['8591 Sancus Blvd', 'Columbus, OH 43240']}","{'latitude': 40.13833, 'longitude': -82.99261}",$$,40.13833,-82.99261
lemon-grass-fusion-bistro-columbus,3.5,331,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}]","{'address1': '641 N High St', 'address2': 'Ste 103', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['641 N High St', 'Ste 103', 'Columbus, OH 43215']}","{'latitude': 39.975306, 'longitude': -83.003307}",$$,39.975306,-83.003307
bds-mongolian-grill-columbus,3,91,"[{'alias': 'mongolian', 'title': 'Mongolian'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '295 Marconi Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['295 Marconi Blvd', 'Columbus, OH 43215']}","{'latitude': 39.96803, 'longitude': -83.00551}",$$,39.96803,-83.00551
bibibop-asian-grill-columbus-2,4,83,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'korean', 'title': 'Korean'}]","{'address1': '1836 W Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['1836 W Henderson Rd', 'Columbus, OH 43220']}","{'latitude': 40.0550611987399, 'longitude': -83.0691164674122}",$,40.0550612,-83.06911647
thai-mango-asian-bistro-columbus,3.5,66,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '2548 Bethel Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['2548 Bethel Rd', 'Columbus, OH 43235']}","{'latitude': 40.0665650365743, 'longitude': -83.0873948335648}",$,40.06656504,-83.08739483
hc-way-columbus,3.5,52,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '171 E Campus View Blvd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43235', 'country': 'US', 'state': 'OH', 'display_address': ['171 E Campus View Blvd', 'Columbus, OH 43235']}","{'latitude': 40.1179736915808, 'longitude': -83.0110889398811}",$,40.11797369,-83.01108894
siam-hibachi-grove-city,4.5,35,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '2257 Stringtown Rd', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['2257 Stringtown Rd', 'Grove City, OH 43123']}","{'latitude': 39.878, 'longitude': -83.06318}",$,39.878,-83.06318
china-dynasty-columbus-2,3.5,81,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '1689 W Lane Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43221', 'country': 'US', 'state': 'OH', 'display_address': ['1689 W Lane Ave', 'Columbus, OH 43221']}","{'latitude': 40.00638428864, 'longitude': -83.0557665505121}",$$,40.00638429,-83.05576655
hc-way-columbus-4,3.5,25,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '769 Bethel Rd', 'address2': 'B', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['769 Bethel Rd', 'B', 'Columbus, OH 43214']}","{'latitude': 40.0622153049132, 'longitude': -83.0412235172313}",$,40.0622153,-83.04122352
royal-ginger-asian-fusion-bistro-columbus,3,124,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1625 W Lane Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43221', 'country': 'US', 'state': 'OH', 'display_address': ['1625 W Lane Ave', 'Columbus, OH 43221']}","{'latitude': 40.0070209, 'longitude': -83.053755}",$$,40.0070209,-83.053755
zen-noodle-at-hollywood-casino-columbus,3,5,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '200 Georgesville Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43228', 'country': 'US', 'state': 'OH', 'display_address': ['200 Georgesville Rd', 'Columbus, OH 43228']}","{'latitude': 39.9174796116659, 'longitude': -83.1416039541364}",$$,39.91747961,-83.14160395
mark-pis-columbus,5,1,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '2740 Eastland 2', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['2740 Eastland 2', 'Columbus, OH 43232']}","{'latitude': 39.9186211, 'longitude': -82.8874435}",No recorded price,39.9186211,-82.8874435
asian-taste-new-albany,4,59,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '5505 New Albany Rd W', 'address2': '', 'address3': '', 'city': 'New Albany', 'zip_code': '43054', 'country': 'US', 'state': 'OH', 'display_address': ['5505 New Albany Rd W', 'New Albany, OH 43054']}","{'latitude': 40.0945476693674, 'longitude': -82.8260169523999}",$$,40.09454767,-82.82601695
hc-way-columbus-3,4,15,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '2107 Polaris Pkwy', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['2107 Polaris Pkwy', 'Columbus, OH 43240']}","{'latitude': 40.1442795, 'longitude': -82.9606628}",$,40.1442795,-82.9606628
michaels-hibachi-grove-city,4,26,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '3985 Broadway', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['3985 Broadway', 'Grove City, OH 43123']}","{'latitude': 39.88293, 'longitude': -83.09323}",$,39.88293,-83.09323
sesame-sea-asian-bistro-dublin,4.5,138,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '7106 Muirfield Dr', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['7106 Muirfield Dr', 'Dublin, OH 43017']}","{'latitude': 40.11261, 'longitude': -83.15308}",$$,40.11261,-83.15308
saigon-asian-bistro-lewis-center,4,109,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]","{'address1': '50 Neverland Dr', 'address2': '', 'address3': '', 'city': 'Lewis Center', 'zip_code': '43035', 'country': 'US', 'state': 'OH', 'display_address': ['50 Neverland Dr', 'Lewis Center, OH 43035']}","{'latitude': 40.1589161876444, 'longitude': -83.0203093816147}",$$,40.15891619,-83.02030938
bibibop-asian-grill-columbus-12,4.5,4,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'korean', 'title': 'Korean'}]","{'address1': '5037 N High St', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['5037 N High St', 'Columbus, OH 43214']}","{'latitude': 40.06456, 'longitude': -83.02023}",$$,40.06456,-83.02023
great-asian-restaurant-westerville-2,4,64,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1176 County Line Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['1176 County Line Rd', 'Westerville, OH 43081']}","{'latitude': 40.132289068852, 'longitude': -82.8875417634845}",$$,40.13228907,-82.88754176
j-liu-restaurant-and-bar-worthington,3,105,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '6880 N High St', 'address2': '', 'address3': None, 'city': 'Worthington', 'zip_code': '43085', 'country': 'US', 'state': 'OH', 'display_address': ['6880 N High St', 'Worthington, OH 43085']}","{'latitude': 40.10451, 'longitude': -83.01708}",$$,40.10451,-83.01708
ty-ginger-asian-bistro-dublin,4,110,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]","{'address1': '5689 Woerner Temple Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43016', 'country': 'US', 'state': 'OH', 'display_address': ['5689 Woerner Temple Rd', 'Dublin, OH 43016']}","{'latitude': 40.0841224040013, 'longitude': -83.1427492477394}",$$,40.0841224,-83.14274925
midway-on-high-columbus,2,13,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'address1': '1728 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43201', 'country': 'US', 'state': 'OH', 'display_address': ['1728 N High St', 'Columbus, OH 43201']}","{'latitude': 39.997665, 'longitude': -83.007126}",$,39.997665,-83.007126
bibibop-asian-grill-reynoldsburg,4,11,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}]","{'address1': '2087 Baltimore Reynoldsburg Rd', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['2087 Baltimore Reynoldsburg Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.940965, 'longitude': -82.792878}",$$,39.940965,-82.792878
p-f-changs-dublin,3,77,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'address1': '6135 Parkcenter Cir', 'address2': '', 'address3': 'Dublin-Tuttle Crossing', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6135 Parkcenter Cir', 'Dublin-Tuttle Crossing', 'Dublin, OH 43017']}","{'latitude': 40.0772299627885, 'longitude': -83.132831454277}",$$,40.07722996,-83.13283145
mark-pis-express-columbus,1,1,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '1739 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43210', 'country': 'US', 'state': 'OH', 'display_address': ['1739 N High St', 'Columbus, OH 43210']}","{'latitude': 39.99786, 'longitude': -83.0078354}",No recorded price,39.99786,-83.0078354
blue-ginger-asian-fusion-bistro-dublin,3.5,129,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'address1': '6234 Sawmill Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6234 Sawmill Rd', 'Dublin, OH 43017']}","{'latitude': 40.09234, 'longitude': -83.09101}",$$,40.09234,-83.09101
buckeye-asian-express-columbus,3,16,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '4402 Indianola Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43214', 'country': 'US', 'state': 'OH', 'display_address': ['4402 Indianola Ave', 'Columbus, OH 43214']}","{'latitude': 40.05462, 'longitude': -83.00001}",$,40.05462,-83.00001
q2-china-bistro-westerville,4,56,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '472 Polaris Pkwy', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43082', 'country': 'US', 'state': 'OH', 'display_address': ['472 Polaris Pkwy', 'Westerville, OH 43082']}","{'latitude': 40.14621, 'longitude': -82.94542}",$$,40.14621,-82.94542
madina-restaurant-columbus-2,2.5,2,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'african', 'title': 'African'}]","{'address1': '3116 S Hamilton Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['3116 S Hamilton Rd', 'Columbus, OH 43232']}","{'latitude': 39.9126014709473, 'longitude': -82.8797988891602}",$,39.91260147,-82.87979889
windchimes-chinese-restaurant-dublin,3.5,79,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '5742 Frantz Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43016', 'country': 'US', 'state': 'OH', 'display_address': ['5742 Frantz Rd', 'Dublin, OH 43016']}","{'latitude': 40.0701332, 'longitude': -83.1191256}",$$,40.0701332,-83.1191256
kogens-powell,3,78,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '9711 Sawmill Pkwy', 'address2': 'Ste H', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['9711 Sawmill Pkwy', 'Ste H', 'Powell, OH 43065']}","{'latitude': 40.1569, 'longitude': -83.09061}",$$,40.1569,-83.09061
asian-garden-buffet-lewis-center,2.5,36,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'address1': '8633 Columbus Pike', 'address2': '', 'address3': '', 'city': 'Lewis Center', 'zip_code': '43035', 'country': 'US', 'state': 'OH', 'display_address': ['8633 Columbus Pike', 'Lewis Center, OH 43035']}","{'latitude': 40.1648709923029, 'longitude': -83.0197910964489}",$,40.16487099,-83.0197911
shanghai-lily-dublin,3,17,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'address1': '6161 Glick Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6161 Glick Rd', 'Dublin, OH 43017']}","{'latitude': 40.1533014455457, 'longitude': -83.1310343742371}",$$,40.15330145,-83.13103437
b-and-k-smoke-house-columbus,4.5,143,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'address1': '1114 E Main St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43205', 'country': 'US', 'state': 'OH', 'display_address': ['1114 E Main St', 'Columbus, OH 43205']}","{'latitude': 39.9578515, 'longitude': -82.9695756}",$$,39.9578515,-82.9695756
ray-rays-hog-pit-columbus-2,4.5,311,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'address1': '2619 N High St', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43202', 'country': 'US', 'state': 'OH', 'display_address': ['2619 N High St', 'Columbus, OH 43202']}","{'latitude': 40.0156875852615, 'longitude': -83.0117940480072}",$,40.01568759,-83.01179405
od-on-bbq-columbus-2,4.5,37,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'address1': 'Smith Farm Market', 'address2': '', 'address3': '3341 Winchester Pike', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['Smith Farm Market', '3341 Winchester Pike', 'Columbus, OH 43232']}","{'latitude': 39.908038, 'longitude': -82.900661}",$,39.908038,-82.900661
smoked-on-high-bbq-columbus,4.5,26,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'address1': '755 S High St', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43206', 'country': 'US', 'state': 'OH', 'display_address': ['755 S High St', 'Columbus, OH 43206']}","{'latitude': 39.946644, 'longitude': -82.998144}",$$,39.946644,-82.998144
red-door-bbq-columbus,4.5,12,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'address1': '177 S Cypress Ave', 'address2': None, 'address3': '', 'city': 'Columbus', 'zip_code': '43223', 'country': 'US', 'state': 'OH', 'display_address': ['177 S Cypress Ave', 'Columbus, OH 43223']}","{'latitude': 39.95518, 'longitude': -83.02868}",$,39.95518,-83.02868
the-pit-bbq-grille-columbus,4,27,"[{'alias': 'bbq', 'title': 'Barbeque'}]","{'address1': '3545 Cleveland Ave', 'address2': '', 'address3': None, 'city': 'Columbus', 'zip_code': '43224', 'country': 'US', 'state': 'OH', 'display_address': ['3545 Cleveland Ave', 'Columbus, OH 43224']}","{'latitude': 40.03995, 'longitude': -82.96281}",$$,40.03995,-82.96281
city-barbeque-columbus-12,4,59,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'catering', 'title': 'Caterers'}]","{'address1': '5979 E Main St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43232', 'country': 'US', 'state': 'OH', 'display_address': ['5979 E Main St', 'Columbus, OH 43232']}","{'latitude': 39.9541931152344, 'longitude': -82.8390884399414}",$$,39.95419312,-82.83908844
