Name,Rating,Number of Reviews,Category,Address,Lat/Long,Price,lat,long
amazing-wok-columbus,2.5,12,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1983 Henderson Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43220', 'country': 'US', 'state': 'OH', 'display_address': ['1983 Henderson Rd', 'Columbus, OH 43220']}","{'latitude': 40.0559692, 'longitude': -83.072464}",$,40.0559692,-83.072464
dragon-china-canal-winchester,3.5,29,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6410 Gender Rd', 'address2': '', 'address3': '', 'city': 'Canal Winchester', 'zip_code': '43110', 'country': 'US', 'state': 'OH', 'display_address': ['6410 Gender Rd', 'Canal Winchester, OH 43110']}","{'latitude': 39.8508191853762, 'longitude': -82.8285623341799}",$,39.85081919,-82.82856233
typhoon-asian-fusion-bistro-delaware,4,85,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}]","{'address1': '10 N Sandusky Rd', 'address2': '', 'address3': '', 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['10 N Sandusky Rd', 'Delaware, OH 43015']}","{'latitude': 40.2991681826447, 'longitude': -83.0673155423279}",$$,40.29916818,-83.06731554
dragon-house-galloway,3.5,40,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '958 Galloway Rd', 'address2': '', 'address3': '', 'city': 'Galloway', 'zip_code': '43119', 'country': 'US', 'state': 'OH', 'display_address': ['958 Galloway Rd', 'Galloway, OH 43119']}","{'latitude': 39.93096, 'longitude': -83.15871}",$$,39.93096,-83.15871
wah-yuen-restaurant-sunbury,4.5,8,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '36 S Vernon St', 'address2': '', 'address3': '', 'city': 'Sunbury', 'zip_code': '43074', 'country': 'US', 'state': 'OH', 'display_address': ['36 S Vernon St', 'Sunbury, OH 43074']}","{'latitude': 40.242244720459, 'longitude': -82.8580017089844}",$$,40.24224472,-82.85800171
lucky-yee-new-albany,3.5,36,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '5537 New Albany Rd E', 'address2': None, 'address3': None, 'city': 'New Albany', 'zip_code': '43054', 'country': 'US', 'state': 'OH', 'display_address': ['5537 New Albany Rd E', 'New Albany, OH 43054']}","{'latitude': 40.09742, 'longitude': -82.81829}",$,40.09742,-82.81829
hunan-j-restaurant-lewis-center,4,23,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '8935 S Old State Rd', 'address2': None, 'address3': None, 'city': 'Lewis Center', 'zip_code': '43035', 'country': 'US', 'state': 'OH', 'display_address': ['8935 S Old State Rd', 'Lewis Center, OH 43035']}","{'latitude': 40.1518914, 'longitude': -82.9958727}",$$,40.1518914,-82.9958727
golden-china-express-hilliard,4,50,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '3636 Main St', 'address2': None, 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['3636 Main St', 'Hilliard, OH 43026']}","{'latitude': 40.0258326530457, 'longitude': -83.1605916470289}",$,40.02583265,-83.16059165
panda-express-columbus-3,2,12,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '2044 N High St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43201', 'country': 'US', 'state': 'OH', 'display_address': ['2044 N High St', 'Columbus, OH 43201']}","{'latitude': 40.0039482116699, 'longitude': -83.0083999633789}",$,40.00394821,-83.00839996
great-wall-chinese-restaurant-columbus-4,2,1,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '3405 Cleveland Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43224', 'country': 'US', 'state': 'OH', 'display_address': ['3405 Cleveland Ave', 'Columbus, OH 43224']}","{'latitude': 40.0358389, 'longitude': -82.9632219}",No recorded price,40.0358389,-82.9632219
chens-kitchen-westerville,3,44,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '556 W Schrock Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['556 W Schrock Rd', 'Westerville, OH 43081']}","{'latitude': 40.1113127679489, 'longitude': -82.9455061521529}",$,40.11131277,-82.94550615
great-wall-chinese-restaurant-groveport-2,3,14,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6023 Groveport Rd', 'address2': '', 'address3': '', 'city': 'Groveport', 'zip_code': '43125', 'country': 'US', 'state': 'OH', 'display_address': ['6023 Groveport Rd', 'Groveport, OH 43125']}","{'latitude': 39.85331, 'longitude': -82.8982599}",$,39.85331,-82.8982599
dimsum-luck-canal-winchester,3,3,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]","{'address1': '5440 Gender Rd', 'address2': '', 'address3': '', 'city': 'Canal Winchester', 'zip_code': '43110', 'country': 'US', 'state': 'OH', 'display_address': ['5440 Gender Rd', 'Canal Winchester, OH 43110']}","{'latitude': 39.86978, 'longitude': -82.82621}",$$,39.86978,-82.82621
asian-wok-ii-columbus,3,2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '307 N 20th St', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43203', 'country': 'US', 'state': 'OH', 'display_address': ['307 N 20th St', 'Columbus, OH 43203']}","{'latitude': 39.97265, 'longitude': -82.97372}",$,39.97265,-82.97372
siam-express-columbus-2,3,10,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '400 N High St', 'address2': '', 'address3': 'Columbus Convention Center', 'city': 'Columbus', 'zip_code': '43215', 'country': 'US', 'state': 'OH', 'display_address': ['400 N High St', 'Columbus Convention Center', 'Columbus, OH 43215']}","{'latitude': 39.970239, 'longitude': -83.0020268}",$,39.970239,-83.0020268
new-china-express-westerville-2,4,35,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '8300 Sancus Blvd', 'address2': None, 'address3': None, 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['8300 Sancus Blvd', 'Westerville, OH 43081']}","{'latitude': 40.1353623, 'longitude': -82.9916688}",$,40.1353623,-82.9916688
great-wall-chinese-restruant-columbus,1,1,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '3405 Cleveland Ave', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43224', 'country': 'US', 'state': 'OH', 'display_address': ['3405 Cleveland Ave', 'Columbus, OH 43224']}","{'latitude': 40.0364387780428, 'longitude': -82.9629919677973}",No recorded price,40.03643878,-82.96299197
asian-star-china-buffet-reynoldsburg,3,40,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '2770 Brice Rd', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['2770 Brice Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9246216, 'longitude': -82.8300934}",$,39.9246216,-82.8300934
dragon-china-johnstown,3.5,7,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '723 W Coshocton St', 'address2': None, 'address3': None, 'city': 'Johnstown', 'zip_code': '43031', 'country': 'US', 'state': 'OH', 'display_address': ['723 W Coshocton St', 'Johnstown, OH 43031']}","{'latitude': 40.1463047415018, 'longitude': -82.7035868167877}",$,40.14630474,-82.70358682
panda-express-columbus-6,3,9,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '5299 N Hamilton Rd', 'address2': None, 'address3': None, 'city': 'Columbus', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['5299 N Hamilton Rd', 'Columbus, OH 43230']}","{'latitude': 40.0647773742676, 'longitude': -82.8636093139648}",$,40.06477737,-82.86360931
ming-flower-chinese-restaurant-westerville,3.5,32,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '475 Lazelle Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['475 Lazelle Rd', 'Westerville, OH 43081']}","{'latitude': 40.1357536, 'longitude': -82.9945602}",$$,40.1357536,-82.9945602
china-house-canal-winchester,4,12,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6792 Refugee Rd', 'address2': '', 'address3': '', 'city': 'Canal Winchester', 'zip_code': '43110', 'country': 'US', 'state': 'OH', 'display_address': ['6792 Refugee Rd', 'Canal Winchester, OH 43110']}","{'latitude': 39.9110072851181, 'longitude': -82.818414196372}",$,39.91100729,-82.8184142
dh-wu-pickerington,3.5,25,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1719 Hill Rd N', 'address2': '', 'address3': '', 'city': 'Pickerington', 'zip_code': '43147', 'country': 'US', 'state': 'OH', 'display_address': ['1719 Hill Rd N', 'Pickerington, OH 43147']}","{'latitude': 39.92789, 'longitude': -82.78898}",$,39.92789,-82.78898
golden-china-reynoldsburg,4,5,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1926 Brice Rd', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['1926 Brice Rd', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9407806396484, 'longitude': -82.829460144043}",$,39.94078064,-82.82946014
double-dragon-chinese-restaurant-reynoldsburg-3,3.5,22,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'thai', 'title': 'Thai'}]","{'address1': '6850 E Main St', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['6850 E Main St', 'Reynoldsburg, OH 43068']}","{'latitude': 39.95545, 'longitude': -82.81369}",$,39.95545,-82.81369
new-chopsticks-dublin,3.5,36,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '2775 Martin Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['2775 Martin Rd', 'Dublin, OH 43017']}","{'latitude': 40.09389, 'longitude': -83.09023}",$,40.09389,-83.09023
new-china-express-sunbury,3.5,15,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '165 State Rt 3', 'address2': None, 'address3': None, 'city': 'Sunbury', 'zip_code': '43074', 'country': 'US', 'state': 'OH', 'display_address': ['165 State Rt 3', 'Sunbury, OH 43074']}","{'latitude': 40.2449924289416, 'longitude': -82.8683602809906}",$,40.24499243,-82.86836028
peking-house-grove-city,3.5,13,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6003 Hoover Rd', 'address2': '', 'address3': '', 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['6003 Hoover Rd', 'Grove City, OH 43123']}","{'latitude': 39.8405, 'longitude': -83.07527}",$,39.8405,-83.07527
asian-express-hilliard,3.5,32,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]","{'address1': '3762 Fishinger Blvd', 'address2': '', 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['3762 Fishinger Blvd', 'Hilliard, OH 43026']}","{'latitude': 40.0308361, 'longitude': -83.1159144}",$,40.0308361,-83.1159144
chens-garden-plain-city,2.5,3,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '900 Village Blvd', 'address2': None, 'address3': None, 'city': 'Plain City', 'zip_code': '43064', 'country': 'US', 'state': 'OH', 'display_address': ['900 Village Blvd', 'Plain City, OH 43064']}","{'latitude': 40.10216, 'longitude': -83.27962}",$$,40.10216,-83.27962
grand-china-hilliard,3.5,35,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '4728 Cemetery Rd', 'address2': '', 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['4728 Cemetery Rd', 'Hilliard, OH 43026']}","{'latitude': 40.0315504521132, 'longitude': -83.1423955410719}",$,40.03155045,-83.14239554
joy-food-gahanna,3.5,15,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '471 Morrison Rd', 'address2': 'Ste F', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['471 Morrison Rd', 'Ste F', 'Gahanna, OH 43230']}","{'latitude': 40.0080757141113, 'longitude': -82.8653564453125}",$,40.00807571,-82.86535645
great-wall-chinese-restaurant-new-albany,3.5,30,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '5203 Hampsted Village Center Way', 'address2': '', 'address3': '', 'city': 'New Albany', 'zip_code': '43054', 'country': 'US', 'state': 'OH', 'display_address': ['5203 Hampsted Village Center Way', 'New Albany, OH 43054']}","{'latitude': 40.0895805, 'longitude': -82.8255386}",$,40.0895805,-82.8255386
new-china-express-westerville,4,29,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '7361 State Rt 3', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43082', 'country': 'US', 'state': 'OH', 'display_address': ['7361 State Rt 3', 'Westerville, OH 43082']}","{'latitude': 40.1496422, 'longitude': -82.9219083}",$,40.1496422,-82.9219083
mark-pis-express-columbus-7,3,2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': 'N Hamilton Rd', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['N Hamilton Rd', 'Columbus, OH 43230']}","{'latitude': 40.063415, 'longitude': -82.863125}",No recorded price,40.063415,-82.863125
jades-chinese-restaurant-reynoldsburg,3.5,25,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1304 Aida Dr', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['1304 Aida Dr', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9562111, 'longitude': -82.8079834}",$,39.9562111,-82.8079834
cafe-china-dublin,3.5,24,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6796 Perimeter Loop Rd', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['6796 Perimeter Loop Rd', 'Dublin, OH 43017']}","{'latitude': 40.103073567152, 'longitude': -83.1581521779299}",$$,40.10307357,-83.15815218
joy-lucky-grove-city,3,20,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '3467 Broadway', 'address2': None, 'address3': None, 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['3467 Broadway', 'Grove City, OH 43123']}","{'latitude': 39.8934707641602, 'longitude': -83.084602355957}",$,39.89347076,-83.08460236
panda-express-whitehall,3,15,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '3769 E Broad St', 'address2': '', 'address3': '', 'city': 'Whitehall', 'zip_code': '43213', 'country': 'US', 'state': 'OH', 'display_address': ['3769 E Broad St', 'Whitehall, OH 43213']}","{'latitude': 39.973091, 'longitude': -82.900327}",$,39.973091,-82.900327
silk-road-asian-cuisine-lewis-center,4,12,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'address1': '6441 Pullman Dr', 'address2': None, 'address3': '', 'city': 'Lewis Center', 'zip_code': '43035', 'country': 'US', 'state': 'OH', 'display_address': ['6441 Pullman Dr', 'Lewis Center, OH 43035']}","{'latitude': 40.2022115, 'longitude': -83.0278187}",$$,40.2022115,-83.0278187
china-experience-columbus,3.5,4,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1500 Polaris Pkwy', 'address2': '', 'address3': '', 'city': 'Columbus', 'zip_code': '43240', 'country': 'US', 'state': 'OH', 'display_address': ['1500 Polaris Pkwy', 'Columbus, OH 43240']}","{'latitude': 40.1457481, 'longitude': -82.9803619}",$,40.1457481,-82.9803619
asian-star-dublin,3,48,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'address1': '2847 Festival Ln', 'address2': '', 'address3': '', 'city': 'Dublin', 'zip_code': '43017', 'country': 'US', 'state': 'OH', 'display_address': ['2847 Festival Ln', 'Dublin, OH 43017']}","{'latitude': 40.092629045248, 'longitude': -83.0907496064901}",$,40.09262905,-83.09074961
peeking-house-blacklick,5,1,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '6324 E Livingston Ave', 'address2': '', 'address3': '', 'city': 'Blacklick', 'zip_code': '43004', 'country': 'US', 'state': 'OH', 'display_address': ['6324 E Livingston Ave', 'Blacklick, OH 43004']}","{'latitude': 39.9419552832842, 'longitude': -82.8259082883596}",No recorded price,39.94195528,-82.82590829
golden-valley-chinese-restaurant-westerville,3,18,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '5963 S Sunbury Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['5963 S Sunbury Rd', 'Westerville, OH 43081']}","{'latitude': 40.0846259971098, 'longitude': -82.8969010418229}",$,40.084626,-82.89690104
china-bistro-powell,3.5,21,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '4052 Presidential Pkwy', 'address2': '', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['4052 Presidential Pkwy', 'Powell, OH 43065']}","{'latitude': 40.14946, 'longitude': -83.09193}",$,40.14946,-83.09193
little-bamboo-pickerington-3,3.5,14,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1722 Hill Rd N', 'address2': '', 'address3': '', 'city': 'Pickerington', 'zip_code': '43147', 'country': 'US', 'state': 'OH', 'display_address': ['1722 Hill Rd N', 'Pickerington, OH 43147']}","{'latitude': 39.9254760742188, 'longitude': -82.7833709716797}",$,39.92547607,-82.78337097
beijing-powell,3.5,18,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '9862 Brewster Ln', 'address2': '', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['9862 Brewster Ln', 'Powell, OH 43065']}","{'latitude': 40.1551278680563, 'longitude': -83.0940225720406}",$,40.15512787,-83.09402257
sakura-asian-bistro-marysville-3,4,21,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'address1': '465 N Main St', 'address2': None, 'address3': '', 'city': 'Marysville', 'zip_code': '43040', 'country': 'US', 'state': 'OH', 'display_address': ['465 N Main St', 'Marysville, OH 43040']}","{'latitude': 40.2413215637207, 'longitude': -83.3667221069336}",$$,40.24132156,-83.36672211
panda-express-grove-city,3,19,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '1760 Stringtown Rd', 'address2': None, 'address3': None, 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['1760 Stringtown Rd', 'Grove City, OH 43123']}","{'latitude': 39.87915, 'longitude': -83.0437}",$,39.87915,-83.0437
thai-paradise-pickerington-2,4.5,2,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '805 Hill Rd N', 'address2': '', 'address3': None, 'city': 'Pickerington', 'zip_code': '43147', 'country': 'US', 'state': 'OH', 'display_address': ['805 Hill Rd N', 'Pickerington, OH 43147']}","{'latitude': 39.90314, 'longitude': -82.77243}",No recorded price,39.90314,-82.77243
golden-china-express-grove-city,2.5,17,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '2193 Stringtown Rd', 'address2': None, 'address3': None, 'city': 'Grove City', 'zip_code': '43123', 'country': 'US', 'state': 'OH', 'display_address': ['2193 Stringtown Rd', 'Grove City, OH 43123']}","{'latitude': 39.8785252, 'longitude': -83.061251}",$,39.8785252,-83.061251
panda-express-westerville,3.5,11,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '85 Maxtown', 'address2': None, 'address3': None, 'city': 'Westerville', 'zip_code': '43082', 'country': 'US', 'state': 'OH', 'display_address': ['85 Maxtown', 'Westerville, OH 43082']}","{'latitude': 40.14626, 'longitude': -82.92222}",$,40.14626,-82.92222
golden-china-buffet-canal-winchester,3,32,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'address1': '6346 Gender Rd', 'address2': '', 'address3': '', 'city': 'Canal Winchester', 'zip_code': '43110', 'country': 'US', 'state': 'OH', 'display_address': ['6346 Gender Rd', 'Canal Winchester, OH 43110']}","{'latitude': 39.8520098, 'longitude': -82.8283036}",$,39.8520098,-82.8283036
panda-wok-gahanna,3.5,22,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1390 Cherry Bottom Rd', 'address2': '', 'address3': '', 'city': 'Gahanna', 'zip_code': '43230', 'country': 'US', 'state': 'OH', 'display_address': ['1390 Cherry Bottom Rd', 'Gahanna, OH 43230']}","{'latitude': 40.0548515, 'longitude': -82.8856506}",$,40.0548515,-82.8856506
joys-village-delaware,4,26,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '574 W Central Ave', 'address2': '', 'address3': 'Georgetown Centre', 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['574 W Central Ave', 'Georgetown Centre', 'Delaware, OH 43015']}","{'latitude': 40.306694, 'longitude': -83.089453}",$,40.306694,-83.089453
main-moon-worthington,2.5,23,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '2173 W Dublin Granville Rd', 'address2': '', 'address3': '', 'city': 'Worthington', 'zip_code': '43085', 'country': 'US', 'state': 'OH', 'display_address': ['2173 W Dublin Granville Rd', 'Worthington, OH 43085']}","{'latitude': 40.0897099, 'longitude': -83.04835}",$,40.0897099,-83.04835
china-garden-buffet-westerville,3,36,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]","{'address1': '79 W Schrock Rd', 'address2': '', 'address3': '', 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['79 W Schrock Rd', 'Westerville, OH 43081']}","{'latitude': 40.1090486476656, 'longitude': -82.9286874867861}",$,40.10904865,-82.92868749
happy-wok-pickerington,3.5,17,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '7877 Refugee Rd', 'address2': '', 'address3': '', 'city': 'Pickerington', 'zip_code': '43147', 'country': 'US', 'state': 'OH', 'display_address': ['7877 Refugee Rd', 'Pickerington, OH 43147']}","{'latitude': 39.9074774980545, 'longitude': -82.7343678474426}",$$,39.9074775,-82.73436785
dragon-house-delaware,3.5,26,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1804 Columbus Pike', 'address2': '', 'address3': '', 'city': 'Delaware', 'zip_code': '43015', 'country': 'US', 'state': 'OH', 'display_address': ['1804 Columbus Pike', 'Delaware, OH 43015']}","{'latitude': 40.2651152014732, 'longitude': -83.0695085227489}",$,40.2651152,-83.06950852
happy-star-reynoldsburg,3,17,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '7121 E Main St', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['7121 E Main St', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9551356583834, 'longitude': -82.8072749823332}",$$,39.95513566,-82.80727498
happy-dragon-east-reynoldsburg,4,8,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '7332 E Main St', 'address2': '', 'address3': '', 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['7332 E Main St', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9554482, 'longitude': -82.8024826}",$,39.9554482,-82.8024826
china-taste-westerville,3,14,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]","{'address1': '99 Huber Village Blvd', 'address2': None, 'address3': None, 'city': 'Westerville', 'zip_code': '43081', 'country': 'US', 'state': 'OH', 'display_address': ['99 Huber Village Blvd', 'Westerville, OH 43081']}","{'latitude': 40.1044399, 'longitude': -82.92191}",$,40.1044399,-82.92191
orient-express-hilliard,3.5,12,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '4502 Cemetery Rd', 'address2': '', 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['4502 Cemetery Rd', 'Hilliard, OH 43026']}","{'latitude': 40.03248, 'longitude': -83.13718}",$,40.03248,-83.13718
panda-express-reynoldsburg,2.5,11,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'address1': '8064 E Broad St', 'address2': None, 'address3': None, 'city': 'Reynoldsburg', 'zip_code': '43068', 'country': 'US', 'state': 'OH', 'display_address': ['8064 E Broad St', 'Reynoldsburg, OH 43068']}","{'latitude': 39.9866, 'longitude': -82.7854}",$,39.9866,-82.7854
super-wok-pataskala,3.5,13,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]","{'address1': '410 E Broad St', 'address2': '', 'address3': '', 'city': 'Pataskala', 'zip_code': '43062', 'country': 'US', 'state': 'OH', 'display_address': ['410 E Broad St', 'Pataskala, OH 43062']}","{'latitude': 40.0053549, 'longitude': -82.6624218}",$,40.0053549,-82.6624218
sunshine-wok-hilliard,3,18,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '5429 Roberts Rd', 'address2': '', 'address3': '', 'city': 'Hilliard', 'zip_code': '43026', 'country': 'US', 'state': 'OH', 'display_address': ['5429 Roberts Rd', 'Hilliard, OH 43026']}","{'latitude': 40.00263, 'longitude': -83.15228}",$,40.00263,-83.15228
new-china-express-powell,4,6,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '4036 Powell Rd', 'address2': '', 'address3': '', 'city': 'Powell', 'zip_code': '43065', 'country': 'US', 'state': 'OH', 'display_address': ['4036 Powell Rd', 'Powell, OH 43065']}","{'latitude': 40.1586105, 'longitude': -83.0949873}",$,40.1586105,-83.0949873
wild-ginger-asian-bistro-lancaster,4,48,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'address1': '1130 N Memorial Dr', 'address2': None, 'address3': '', 'city': 'Lancaster', 'zip_code': '43130', 'country': 'US', 'state': 'OH', 'display_address': ['1130 N Memorial Dr', 'Lancaster, OH 43130']}","{'latitude': 39.7272338867188, 'longitude': -82.6092224121094}",$$,39.72723389,-82.60922241
